inputs,targets,template_id,template_lang
"ఈ పొడుపు కథకి జవాబు ఇవ్వు చిటపట చినుకులు చిటారి చినుకులు
ఎంత కురిసినా వరదలు రావు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కన్నీళ్ళు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు గిన్నె, గిన్నె లో వెన్న, వెన్న లో నల్లద్రాక్ష ?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కన్ను""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు నీటి పైన కలకలా కొమ్మమీద కిచకిచ,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కప్పలు-కోతులు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
బాడి కాని బాడీ","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కబడి, లంబాడీ""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
దేవుడు లేని మతం ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కమతం""",1,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు మాను కాని మాను,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కమాను""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు ఒక్క ఉద్యోగిపేరు నాల్గక్షరములు; మొదటి వర్ణము చెరపిన కదన మగును; మూడవది చెరుపగ హస్తమునకు చెల్లు; నట్టి ఉద్యోగి ఎవ్వడో అరచి చెప్పుడు.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కరణం""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు రణం కాని రణం,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కరణం, శరణం, చరణం""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఆకువేసి అన్నం పెడితే ఆకు తీసి అన్నం తిన్నారు","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కరివేపాకు""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ప్రవహిస్తుంది కాని నీరుకాదు, పట్టుకుంటె ప్రాణం పోతుంది","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కరెంటు""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు ఆకులేయగు నీరుత్రాగదు నేలని ప్రాకదు. ఏమిటా తీగ?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కరెంట్""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు చావిట్లో సద్దు కర్ర.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కలం""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు సావిట్లో సద్దు కర్ర ?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కలం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
చూస్తే ఒకటి, చేస్తే రెండు, తలకూ, తోకకూ, ఒకటే టోపి చెప్పండి. ఇది చెప్పండి.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కలరు""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు వచ్చి పోయేవి రెండు! పోతే రానివి రెండు! ఏమిటి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కలిమి, లేములు - మాన, ప్రాణములు""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు గుప్పెడు పిట్టకు బారెడు తోక?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కలువ పువ్వు""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఆకాశ పక్షి ఎగురుతూ వచ్చి,
కడుపులో చొచ్చి లేపింది పిచ్చి.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కల్లు""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఈత చెట్టుకి ఇద్దరు బిడ్డలు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కల్లు కుండలు""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు ముక్కు మీద కెక్కు. ముంద చెవులు నొక్కు. టక్కు నొక్కుల సోకు. జారిందంటే పుటుక్కు.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కళ్లజోడు""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ముద్దుగా నుండును, ముక్కుపైకెక్కు, చెవులు రెండూ లాగి చెంప నొక్కు దండి పండితులకు దారి చూపుట వృత్తి.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కళ్లజోడు.""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు అక్కా చెల్లెల అనుబంధం. ఇరుగూ పొరుగూ సంబంధం. దగ్గర, దగ్గర ఉన్నారు. దరికి చేరలేకున్నారు.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కళ్లు.""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ముక్కు మీద కెక్కూ, ముందరి చెవులు నొక్కూ 
టక్కుల నిక్కుల పొక్కూ, జారిందంటే పుటుక్కూ","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కళ్ళజోడు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
కిట కిట తలుపులు కిటారి తలుపులు ఎప్పుడు మూసిన చప్పుడు కావు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కళ్ళు""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు అడవిలో పుట్టింది, మా ఇంటికి వచ్చింది. తాడేసి కట్టింది. తైతక్కలాడింది. కడవలో దూకింది. పెరుగులో మునిగింది. వెన్నంత తెచ్చింది.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కవ్వం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు అడవిలో పుట్టింది, అడవిలో పెరిగింది. మా ఇంటికొచ్చింది తైతక్కలాడింది ?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కవ్వం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
సాయి గాని సాయి! ఏమి సాయి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కసాయి""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు సన్న జాజుల కంటే చక్కని పూలు. సన్నని తీగలకు జల్లుగా పూయును?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాకరపూలు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు ‘డాలు’ గాని డాలు! ఏమి డాలు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాగడాలు, అప్పడాలు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
పురం కానిపురం","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాపురం, గోపురం""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
నల్లటి నీటిలో, తెల్లనీటిని పోసి, వెండి పలుకు లేస్తే అంతా త్రాగే వారే! ఏమిటవి?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాఫీ, టీ""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు మందు కాని మందు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కామందు""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు తలా తోకా ఉండి శరీరం లేనిది, ఏమిటి?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాయిన్""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఒక గోడ ఇంకొక గోడ ను ఎక్కడ కలుస్తుంది?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కార్నర్లో/మూలలో""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు చేయడానికి ఇష్టపడానికి ధర్మం,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కాలధర్మం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
కొనుక్కుందామనుకున్నా కొనలేనిది, అప్పుగా తీసుకొందామన్నా తీసికోలేనిది?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కాలము""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
గునగున నడిచేవి రెండు! గట్టెక్కి చూచేవి రెండు! ఆలంకించేవి రెండు! అర్ధము చెప్పేది ఒకటి!","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాళ్ళు, కళ్ళు, చెవులు, నోరు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
చక చక పోయేవి రెండు. గట్టెక్కి చూచేవి రెండు అంది పుచ్చుకొనేవి రెండు. ఆలకించేవి రెండు.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కాళ్ళు, కళ్ళు, చేతులు, చెవులు.""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు గోడ నుండి బయటికి చూడ గలిగే పరిశోధన ఏమిటి?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కిటికీ""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు రాయి కాని రాయి,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కిరాయి, తురాయి, షరాయి, కీచురాయి""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు చిన్నచట్టిలో కమ్మటి కూర!,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కిళ్ళీ""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
శిబి, కర్ణులార్జించిన చెలువ ఏది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కీర్తి""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
వస్తే పోనివి రెండు! పోతే రానివి రెండు! ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కీర్తి, అపకీర్తి - పరువు, ప్రతిష్ట""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
బుడగకు బుక్కెడు నెత్తురు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుంకుమ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు జానెడు ఇంట్లో, మూరెడు కర్ర?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కుండలో గరిటె.""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు దోసెడు ఇంట్లో, మూరెడు కర్ర?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుండలో గరిటె.""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
గీయలేని కోణం ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కుంభకోణం.""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు విశ్వాసమునకు ప్రతినిధిని నేను! విశ్వాసహీనుని చూచి, ‘ నీకంటే అదే నయమని’ అంటారు. మరి నేనెవరిని?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుక్క""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ఉద్యోగం సద్యోగం లేదు ఊరంతా వ్యాపకమే","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుక్క""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
హడవిడిగా తిరిగే రంగయ్య -అమ్దరి ఇండ్లు నీవేనయ్యా","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుక్క""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు ఆ ఇంటికి ఈ ఇంటికి లాలా బుడిగి ?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కుక్కపిల్ల""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
దున్నలేని హలం?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుతూహలం.""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ఇంటివెనక వెంపలి చెట్టు 
యే కాయ కాయమంటే 
ఆ కాయే కాస్తుంది","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుమ్మరి సారె""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు ఇంటివెనుక వెంపలిచెట్టు ఏకాయ కాయమంటే, ఆ కాయ కాస్తుంది.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కుమ్మరిసారె""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
కాళ్ళున్నా పాదములు లేనిది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కుర్చీ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
భోజనం సహింపలేదు, గుంజకదలాడుచున్నావెందుకు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కూరలేదు""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఒంటి కంటివాడు ప్రాణం లేని వాడు ప్రతి సృష్టి చేస్తాడు.,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కెమెరా""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
చేపల్ని తినే రాయి ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొక్కిరాయి.""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
పెట్టుకుంటూనే పట్టి చూచుకోవాలి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొప్పు""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు చెక్కని స్తంభం చేతికందదూ, చెయ్యని కుండా పొయ్యని నీళ్ళు చెయ్య సున్నం – తియ్యని బెల్లం","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొబ్బరి""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
కొప్పుంది కాని జుట్టు లేదు, కళ్లున్నాయి కానీ చూపు లేదు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి కాయ""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు ఆ వీధిరాజుకి కొప్పుంది. జుట్టలేదు. కళ్లున్నాయి చూపులేదు,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి కాయ""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
గుడి! గుడికి మూడు నేత్రములు! ఈ గుడిలో లింగము లేదు గానీ, గంగ ఉన్నది.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి కాయ""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు నేలమొలవనితుంగ 
కుమ్మరివాడు చెయ్యని కుండ
చాకలివాడు చెయ్యని చలువ 
వానకురవని నీళ్ళు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి కాయ""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
సూర్యుడు చూడని గంగ
చాకలి ఉతకని మడుగు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి కాయ నీళ్ళు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
పడమట ఓ రాజుకి జుట్టుంది. కొప్పుంది. కన్నులున్నాయి. చూపు లేదు.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి కాయ.""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు మూడు కళ్ళుంటాయి కానీ ఈశ్వరుడు కాదు,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొబ్బరి కాయ.""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు రాజ మందిరము చిన్నదానా! రాఘవయ్య కోడలా! చేద వెయ్యకుండా, తియ్యకుండా, దాహమునకు నీరు తేవె!","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి నీరు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు కడుపునిండానీరు! ఒట్టిగానే ఊరు! కొట్టగానే పరారు!,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరి బోండాము""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు బండకు కొడితే వెండి ఊడుతుంది?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరికాయ""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ఆ వీధిరాజుకి కొప్పంది- జుట్టులేదు. కళ్లున్నాయి చూఃపులేదు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొబ్బరికాయ""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
చెయ్యని కుండ
పొయ్యని నీరు 
వెయ్యని సున్నము
తియ్యగ నుండు","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొబ్బరికాయ""",1,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు గుడిచుట్టూ తిరిగి 
గుళ్ళో వుచ్చపోసె","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొబ్బరికాయ""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
హనుమంతుడి భార్య గొప్ప ధనవంతురాలు. తట్టెడు సొమ్ములు పెట్టుకొని తలవంచుతుంది?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""కొర్ర కంకి""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు భూమిమీద పొర్లాడుతుంది 
గాలికి నోరావలించి గబుక్కున మింగుతుంది 
నడినెత్తి మీద మంట మండిస్తుంది 
అది ఏమిటో చెప్పుకోండి పిల్లలూ","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొలిమితిత్తి""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు తెల్లకోటు తొడుక్కున్న ఎర్రముక్కు దొర,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కొవ్వొత్తి""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
చుట్టింటికి మొత్తే లేదు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడి గుడ్డు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
పిటాపురం చిన్నవాడా పిట్టల వేటగాడా బ్రతికిన పిట్టను కొట్టవద్దు. చచ్చిన పిట్టను తేనూవద్దు. కూరకు లేకుండా రావద్దు. ఏమి కూర.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడి గ్రుడ్డు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు మా బావ బజారుకెళ్ళి తొడిమలేని వంకాయ తెచ్చాడు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడి గ్రుడ్డు""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు లోన బంగారము! బయట వెండి! ఏమిటి?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""కోడి గ్రుడ్డు""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు కీ ఇచ్చే అవసరము లేకుండా అడిగినా, అడగకున్నా, కరెక్ట్ గా టైం చెప్పేస్తుంది. ఏమది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడి పుంజు""",2,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు ఒక కోడి పుంజు దగ్గర రెండు తెల్ల గుడ్లు రెండు ఎర్ర గుడ్లు వున్నాయి వాటిలో దానికి సంభందించినవి ఏవి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడి పుంజు అసలు గుడ్లు పెడుతుందా""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు గుండు మీద గుండు ఎంతపెట్టిన నిలవదు?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడిగ్రుడ్డు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు పొడల పొడల బువ్వ, పొంకమయిన గువ్వ 
బువ్వలోకి మొవ్వ, పురుగులు తినే అవ్వ 
రాజులు పొడిచే చివ్వ, రాత్రి తెలిపే రవ్వ 
నున్ననైన గువ్వ, నూకలు తినే తవ్వ","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""కోడిపుంజు""",2,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు నేను చిన్నగా ఉన్నప్పుడు పొడవుగా ఉంటాను కానీ కాలం గడిచే కొద్దీ పొట్టిగా అవుతాను ఎవరు నేను?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""క్యాండిల్""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు అడవిలో పుట్టింది 
అడవిలో పెరిగింది 
చెంబులో నీళ్ళన్ని 
చెడ త్రాగుతుంది","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గంధపు చెక్క""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు అడవిలో పుట్టింది, అడవిలో పెరిగింది, చెంబులో నీళ్ళన్నీ చెడతాగుతుంది.","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గంధపుచెక్క""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
అడుగులు ఉన్నా కాళ్ళు లేనిది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గజం బద్ద""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
ఇంటికి అందం?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గడప""",2,['tel']
"ఈ రిడిల్ కి సమాధానం ఇవ్వు అడవిలో పుట్టింది,
అడవిలో పెరిగింది;
మా ఇంటి కొచ్చింది మహలక్ష్మి.
ఎవరు ?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గడప""",1,['tel']
"ఈ పొడుపు కథకి జవాబు ఇవ్వు దీనికి చేతులు ఉంటాయి గాని చప్పట్లు కొట్టలేదు,ఏమిటది?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గడియారం""",2,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు టిక్కు టిక్కు బండి! టక్కులాడి బండి! సాగిపోవు బండి! హాల్ట్ లేని బండి! అదేమిటి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గడియారము""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు
తమ్ముడు కుంటుతూ, కుంటుతూ మైలు నడిచేసరికి అన్న పరుగెత్తుకుంటూ పన్నెండు మైళ్ళు నడుస్తాడు.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గడియారములోని ముళ్ళు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
విత్తనము లేకుండా, మొలిచేది ఏమిటి?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గడ్డము""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు మత్తు కాని మత్తు,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గమ్మత్తు.. కిమ్మత్తు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
గూబ - గూటిలో! తోక – చేతిలో!","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గరిటె""",1,['tel']
ఈ పొడుపు కథకి జవాబు ఇవ్వు శ్రీ విష్ణువు మోయుచు తిరిగెడు పక్షి?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గరుడ పక్షి""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు వస్తూకేక లేస్తుండు! వేస్తూ పోతుండు! ఎవరు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గాజులసెట్టి""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఆకాశమంతా అల్లుకు రాగా:
చేటెడు చెక్కులు చెక్కుకు రాగా:
కడివెడు నీరు కారుకు రాగా:
అందులో ఒక రాజు ఆడుతుంటాడు.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గానుగ""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు ఆకాశాన పటం.. కింద తోక.,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గాలిపటం""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు వ్రేలిమీద నుండు వెండుంగరము కాదు - వ్రేలిమీద నుండి నేలజూచు
అంబరమున దిరుగు నది యేమిచోద్యమో - విశ్వదాభిరామ వినురవేమ !","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గాలిపటం""",1,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు ‘టూరు’ గాని టూరు, ఏమి టూరు?","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గుంటూరు, ఇంటూరు""",2,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
తల ఉన్నా కళ్ళు లేనిది?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గుండు సూది""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు నాకు మీ చేయి తగిలితే నేను ఊరుకోను. ఎలుగెత్తి అరుస్తాను, దైవమును పిలుస్తాను. నేనెవరిని?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గుడిగంట""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు మనం దానిని వాడాలి అంటే దానిని ఖచ్చితంగా పగలగొట్టాలి ఏంటది?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గుడ్డు""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
చిన్నమిద్దెలో చింతపండు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గుబిలి""",1,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు బావిలో చింత పండు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గుబిలి""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు లోతు బావిలో జారికి బెల్లం?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గుబిలి""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఆ పక్క చూస్తే ఎర్ర టోపీ ఈ పక్క చుస్తే నల్ల టోపీ నేనెవరు?","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గురిగింజ""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు వళ్ళంతా ముళ్ళు. వాసన ఘుమఘుమ?,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గులాబి""",2,['tel']
ఈ రిడిల్ కి జవాబు ఇవ్వు నల్ల బండ క్రింద నలుగురు దొంగలు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గేదె, గేదె పొదుగు""",1,['tel']
ఈ రిడిల్ కి సమాధానం ఇవ్వు రచ్చబండ క్రింద నలుగురు దొంగలు?,"మీరు అడిగిన రిడిల్ కి సమాధానం:
""గేదెపొదుగు""",1,['tel']
"ఈ రిడిల్ కి జవాబు ఇవ్వు
ఎండా లేదా వానొస్తే గాని బయట అడుగుపెట్టనిది","మీరు అడిగిన రిడిల్ కి సమాధానం:
""గొడుగు""",1,['tel']
ఈ పొడుపు కథకి సమాధానం ఇవ్వు వానొస్తే పడగ విప్పు - ఎండ వస్తే పడగ విప్పు - గాలి వేస్తే గడ గడ వణుకు,"మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గొడుగు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు ఇంటిలో మొగ్గ 
వీధిలోపువ్వు","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గొడుగు""",2,['tel']
"ఈ పొడుపు కథకి సమాధానం ఇవ్వు మూలన కూర్చుంటుంది. ఎండొచ్చినా, వానొచ్చినా బయటకు బయలుదేరుతుంది.","మీరు అడిగిన పొడుపు కథకి సమాధానం:
""గొడుగు.""",2,['tel']
